100005598	0
100091223	4
10012122	3
100122730	4
100250921	4
100271127	4
100288793	4
1003130904	1
1003364646	1
100362064	1
1004245488	5
1004859236	4
100538334	1
100616316	1
10069612	1
100731315	3
100880543	0
1009195424	5
1009759856	0
1009864220	2
1010067534	5
10102272	4
101067580	4
101110140	5
101173584	4
1012186134	5
101262738	5
1012787599	5
101303345	4
101334380	0
1014256748	0
101505474	3
101532348	0
10153432	4
101534630	3
101640907	5
1016588101	0
1016746238	0
10168082	4
1017189240	5
1018411010	5
101846064	4
1018560540	1
101896529	3
1019060826	5
1020058453	4
102125314	4
10221272	3
102303874	3
1023724100	1
102475469	3
102480261	3
102488708	4
10252962	3
10257602	3
1027505154	2
102770148	2
10292132	4
102955736	4
103030945	5
103033665	3
103084874	2
103090638	3
103115133	4
103121228	4
103121811	5
103130270	5
1031322858	5
103147023	5
103375095	4
103461932	4
103594788	5
103634835	5
103705500	5
103709667	1
1037571367	5
103791782	4
103841173	3
1038453378	4
1038823279	3
1038913333	5
103912311	3
103934543	5
103952733	4
103992174	5
10404232	0
104075324	0
104080302	0
104177077	0
104184684	1
104231792	5
104249727	3
1042616460	3
104299137	4
10433782	3
104338759	3
104342107	4
1043503032	4
104362261	5
104556243	5
104573476	4
104589749	3
104601364	3
1046114347	0
104613835	5
104815296	4
1048444981	5
1048446804	5
104850722	5
104872810	3
104881672	3
104900378	5
104914594	4
1049560369	1
104971300	5
104988782	5
105006544	5
1050111	4
105242077	3
105273841	4
1053236226	4
105406390	0
105634293	0
105717082	0
1057244852	5
105724783	0
1058051748	4
1058256326	4
1058345042	4
105901883	4
1059240924	4
1059363331	5
105954301	5
1059560576	5
1059980485	4
1060487274	4
1060796508	5
1061126178	5
1061306924	0
1061385474	2
1061723917	0
106197906	4
1061982763	4
1062050610	4
10621932	4
106274105	3
106293201	1
106395831	5
106426257	3
1064383627	1
106498703	4
106561599	5
106589176	0
1065995022	4
1066204172	5
106729916	1
106827519	1
1068481578	4
1070011082	5
10703412	3
107070337	5
1071402577	4
107152857	3
1072022695	5
107210947	4
1072233036	4
107328725	4
1074088548	4
1074278209	1
107433523	4
1074480192	4
1074518754	3
107468021	3
107480982	3
1074945408	3
1075231254	3
1075460258	5
107562348	5
107567307	4
1075685780	1
1077121945	1
1077197851	3
107734790	4
1077390931	5
107740210	5
10774652	4
10778572	2
107792558	5
1078094414	5
1078324094	4
1078589707	5
107890260	1
107980048	5
108085194	5
108117069	4
1081445941	4
10818272	0
108352504	4
1084264573	4
108450607	4
108463543	5
108535037	2
108617810	4
108619944	4
1086340632	4
108638625	3
108688171	4
108701537	2
108789800	5
108807556	4
108813540	0
10886522	3
1089334250	4
109004233	3
109019058	3
109030247	3
1090556088	4
109065990	4
109071031	3
109088271	3
1090971230	3
1091104740	4
109112918	2
109118967	1
1091216816	5
109297816	5
109311167	4
1093220220	5
109331141	5
1093949743	4
109404985	0
1094114329	1
1094197688	5
1095548593	0
109663580	2
1096901059	5
1097027300	5
10983932	3
1098503005	4
1098552024	4
1099015518	4
109945090	4
109957127	4
109979045	4
110162490	5
110201928	4
110213431	3
1102600687	3
110330987	2
110332354	3
1103719536	3
1104124604	5
110445334	4
110454874	4
110466097	1
110545675	4
110554535	4
1106501	1
110660556	4
110731961	4
110772878	0
110850383	4
110863694	5
110881379	4
110918004	5
1109549286	5
1110194964	5
111053300	3
111056827	5
111110077	4
111152516	4
111166826	2
111168761	2
1111697310	2
1111940934	3
111248362	5
111332093	5
11134252	4
111359852	5
111381659	4
111406928	1
1114568586	1
111466072	4
111475826	1
111492406	4
111501949	4
111511015	4
111635980	1
111690672	0
11178902	1
1118125297	0
111913571	5
112033364	5
112047805	4
11204932	1
112057739	1
1122480236	0
1122753326	3
11246242	4
112476696	0
112482127	0
112526560	4
112563674	2
1125688890	4
112587319	5
112594206	4
1126313186	5
112694236	5
1128996572	5
1129029661	1
1130275662	2
113038982	1
113047940	4
113059388	2
113061485	2
113127789	2
1131567594	2
1131736003	0
1132012321	3
113201620	4
1132135453	0
1132189957	4
1132678628	5
113349253	0
1133810324	5
113436175	3
113490650	1
113512618	1
1135399020	3
113765923	4
113775793	4
113796959	4
1138674656	5
1138688364	4
11388132	1
113987669	4
1140648348	3
1141130401	0
114216255	1
11423952	4
114259310	4
1143586430	0
1144033710	5
114418049	2
114481704	2
114497182	4
1145724890	5
114583657	3
1146349951	5
1146470090	0
114670081	0
1146809210	5
1147086920	5
114711796	5
114727423	5
114756202	4
114776155	1
114782468	3
114809319	2
114822288	0
1148334116	5
1148372244	5
1149267294	0
1150915164	5
115094250	0
115141256	3
115146080	1
115148632	4
115179302	4
1151823614	5
115207063	5
1152440918	5
1152537608	5
115433979	5
115486957	4
115557718	4
115563859	1
115564212	3
115567809	4
1156075596	3
115705376	4
1157168911	5
115722328	5
115754870	4
115979444	1
1160357976	3
116107696	5
11611052	4
11612722	4
11616202	4
116198288	4
11621822	4
116296937	4
116319448	5
116341480	4
1163980088	4
11640472	4
116504222	0
116519220	0
116630713	1
1167684505	5
116775999	4
116783980	5
116835497	4
116836600	2
116957262	0
117082566	4
11715042	0
117197740	5
117200024	5
1172681474	5
1173106255	4
117313646	5
1173685621	3
1174260378	3
117440808	5
117464021	0
117507629	0
1176994477	4
11771512	4
117743669	0
1177632823	5
117777832	4
117830576	4
11783502	4
1178700896	2
117876714	4
117888656	3
1180379185	4
11809452	4
1181134878	4
1181305388	0
118130765	2
118190428	4
118239015	4
118245138	4
118272507	0
1183041	1
1183287396	1
118369820	2
118401061	5
118483149	5
118506547	3
118559112	3
11856032	3
11856892	3
118581665	1
11866582	4
1186992314	0
118735414	5
118747590	5
1187693712	4
1188147733	5
118845216	5
118910562	3
11895882	5
119051398	3
1190825605	4
119110363	4
1191525841	1
119245234	4
119466953	4
119481835	5
119495864	2
119541119	2
119545041	2
119642250	0
119758732	4
119758837	0
119775366	1
119811645	1
119837703	4
1198991588	4
1199596897	0
119972954	0
120009898	2
12004852	0
12007872	4
120181732	1
1202205522	5
1202410422	5
120327191	5
120364688	5
1206227149	3
1206386233	4
1206445651	5
120797863	4
120835612	3
1208683914	5
120877403	0
1209017300	0
1209936918	4
1210736095	4
1212304628	5
121320968	5
12134692	3
121489690	1
121539476	3
1216651544	5
121744998	3
1217982678	5
12193342	2
1219906344	4
1220065236	1
1220118984	4
122016682	1
122207745	4
122212010	4
122226401	4
1222585274	5
12231932	2
1223380556	5
1223509776	3
1223955961	0
122419125	4
122425966	3
12244082	1
122455671	5
122462526	5
1225199508	4
122556667	3
1225689498	5
1226512668	5
122713529	3
122729604	0
1229007625	0
1229074621	5
1231303752	4
123134034	5
1231821162	5
1232955438	0
123296379	0
123358058	4
123481439	5
12354832	4
123926189	4
123929145	4
124003770	1
